l1_name,l2_name,brand,channel,articles,total_oh,total_oo,total_it,avg_price,stockouts,overstock
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,REEL LEGENDS,"[""bls""]",215,5659,0,0,24.45,0,167
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,SKECHERS,"[""bls""]",105,2109,0,0,55.54,0,79
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,CLARKS,"[""bls""]",64,1904,0,0,29.99,0,44
3540-ATHLETIC FOOTWEAR,3540_3581-BFL MENS ATHLETIC,SKECHERS,"[""bls""]",91,1832,0,0,52.75,0,77
3130-JUNIORS,3130_3240-EC JR SHORTS,UNIONBAY,"[""bls""]",35,1800,0,0,19.17,0,35
3115-MISSES BETTER SPORTSWEAR,3115_3293-WC BETTER BOTTOMS,BAYEAS,"[""bls""]",35,1738,0,0,19.39,0,0
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,SALT LIFE,"[""bls""]",94,1693,0,0,20.2,0,77
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,BLUE SOL,"[""bls""]",127,1651,0,0,11.26,0,0
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,GUY HARVEY,"[""bls""]",82,1634,0,0,13.33,0,66
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,CORAL BAY,"[""bls""]",143,1626,0,0,12.99,0,100
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,REEL LEGENDS,"[""bls""]",234,1538,0,0,19.47,0,120
3120-PLUS SPORTSWEAR,3120_3152-EC MP KNIT TOPS,CORAL BAY,"[""bls""]",156,1505,0,0,13.99,0,127
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,SUPPLIES BY UNIONBAY,"[""bls""]",41,1467,0,0,27.02,0,0
3315-YOUNGMENS,3315_3520-YM SHORTS,HURLEY,"[""bls""]",55,1460,0,0,16.8,0,43
3325-MENS OUTDOOR,3325_3775-MENS OUTDOOR BOTTOMS,REEL LEGENDS,"[""bls""]",48,1361,0,0,,0,43
3125-PETITES SPORTSWEAR,3125_3183-EC PT KNIT TOPS,CORAL BAY,"[""bls""]",164,1315,0,0,17.25,0,141
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,ZAC AND RACHEL,"[""bls""]",88,1219,0,0,14.38,0,77
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,GUY HARVEY,"[""bls""]",63,1206,0,0,16.42,0,54
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,COSTA,"[""bls""]",56,1204,0,0,19.26,0,52
3325-MENS OUTDOOR,3325_3801-BIG MENS OUTDOOR,REEL LEGENDS,"[""bls""]",72,1139,0,0,22.17,0,72
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,DASH,"[""bls""]",104,1138,0,0,14.75,0,86
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,DEMOCRACY,"[""bls""]",40,1117,0,0,32.5,0,0
3325-MENS OUTDOOR,3325_3775-MENS OUTDOOR BOTTOMS,AVALANCHE,"[""bls""]",47,1095,0,0,16.85,0,46
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,CORAL BAY,"[""bls""]",34,1057,0,0,,0,34
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,CORAL BAY,"[""bls""]",67,996,0,0,,0,48
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,REEL LEGENDS,"[""bls""]",83,995,0,0,14.99,0,62
3145-SWIM,3145_3118-BETTER SWIM,MAXINE OF HOLLYWOOD,"[""bls""]",93,986,0,0,27.79,0,73
3620-HOUSEWARES,3620_3879-BF-HC OUTDOOR DINING,COASTAL HOME,"[""bls""]",77,957,0,0,,0,73
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,SKECHERS,"[""bls""]",43,907,0,0,,0,34
3325-MENS OUTDOOR,3325_3775-MENS OUTDOOR BOTTOMS,WRANGLER,"[""bls""]",39,892,0,0,17.16,0,33
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,COUNTERPARTS,"[""bls""]",49,817,0,0,14.58,0,34
3315-YOUNGMENS,3315_3512-YM TEES,HURLEY,"[""bls""]",81,814,0,0,9.61,0,59
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,CORAL BAY,"[""bls""]",56,808,0,0,17.99,0,39
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,IZOD,"[""bls""]",46,779,0,0,,0,41
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,ZAC AND RACHEL,"[""bls""]",60,776,0,0,14.72,0,49
3165-HANDBAGS,3165_3272-HANDBAGS,MULTISAC,"[""bls""]",210,758,0,0,20.61,0,41
3315-YOUNGMENS,3315_3520-YM SHORTS,QUIKSILVER,"[""bls""]",45,744,0,0,18.13,0,41
3130-JUNIORS,3130_3245-WC JR DRESSES,TRIXXI,"[""bls""]",69,734,0,0,19.32,0,64
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,KENNETH COLE,"[""bls""]",47,729,0,0,15.03,0,45
3320-MENS GOLF,3320_3763-MENS GOLF BOTTOMS,GREG NORMAN,"[""bls""]",43,711,0,0,19.38,0,37
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,VENUS,"[""bls""]",19,702,0,0,15.79,0,19
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,CORAL BAY,"[""bls""]",53,686,0,0,,0,45
3140-LADIES SPORTS,3140_3140-GOLF-COURT,CORAL BAY GOLF,"[""bls""]",109,684,0,0,23.03,0,64
3130-JUNIORS,3130_3235-WC JR DENIM,VERVET,"[""bls""]",22,675,0,0,23.06,0,22
3120-PLUS SPORTSWEAR,3120_3162-MP SHORTS,CORAL BAY,"[""bls""]",34,670,0,0,,0,28
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,ROCKPORT,"[""bls""]",11,667,0,0,45.08,0,11
3310-MENS SPORTSWEAR,3310_3468-MENS DENIM,LEVI__ia_char_01S,"[""bls""]",20,658,0,0,24.55,0,16
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,BZEES,"[""bls""]",15,657,0,0,23.75,0,13
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,STELLA PARKER,"[""bls""]",100,654,0,0,11.46,0,72
3310-MENS SPORTSWEAR,3310_3454-MENS TOPS,CHAPS,"[""bls""]",45,651,0,0,15.25,0,37
3510-LADIES FOOTWEAR,3510_3544-WC HEELS-WEDGES,IMPO,"[""bls""]",15,647,0,0,23.98,0,15
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,HEY DUDE,"[""bls""]",29,638,0,0,,0,25
3150-LINGERIE,3150_3062-BETTER FULL FIGURE BRA,BALI,"[""bls""]",37,633,0,0,36.48,0,0
3340-MENS FURN-ACC,3340_3487-MENS LOUNGEWEAR,TAILORBYRD,"[""bls""]",10,624,0,0,,0,10
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,SECONDARY,"[""bls""]",32,617,0,0,11.99,0,31
3200-BEAUTY,3200_3029-SKIN CARE,L__ia_char_01OREAL,"[""bls""]",36,613,0,0,14.58,0,31
3520-MENS FOOTWEAR,3520_3597-MENS HANGING,REEL LEGENDS,"[""bls""]",15,605,0,0,,0,15
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,QUIKSILVER,"[""bls""]",48,601,0,0,17.58,0,39
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,DASH,"[""bls""]",92,601,0,0,14.18,0,60
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,MARC FISHER,"[""bls""]",24,577,0,0,26.78,0,19
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,RYKA,"[""bls""]",31,575,0,0,,0,23
3720-HARDLINES,3720_3792-TEAM,FLORIDA GATORS,"[""bls""]",69,575,0,0,14.99,0,37
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,ZAC AND RACHEL,"[""bls""]",119,573,0,0,14.53,0,64
3150-LINGERIE,3150_3073-MS SLEEPWEAR,JACLYN,"[""bls""]",65,569,0,0,14.47,0,4
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,SALT LIFE,"[""bls""]",60,560,0,0,16.5,0,37
3135-DRESSES,3135_3205-PLUS DRESSES,CORAL BAY,"[""bls""]",20,553,0,0,,0,19
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,LEVI__ia_char_01S,"[""bls""]",9,549,0,0,23.78,0,9
3140-LADIES SPORTS,3140_3140-GOLF-COURT,STELLA PARKER,"[""bls""]",67,549,0,0,17.47,0,36
3615-DOMESTICS,3615_3853-BF-HC TOWELS,CARO HOME,"[""bls""]",45,545,0,0,9.99,0,29
3125-PETITES SPORTSWEAR,3125_3195-PT SHORTS,COUNTERPARTS,"[""bls""]",10,541,0,0,12.58,0,10
3140-LADIES SPORTS,3140_3140-GOLF-COURT,GOTTEX,"[""bls""]",67,537,0,0,23.01,0,54
3115-MISSES BETTER SPORTSWEAR,3115_3268-EC BTR WOVEN TOPS,DEMOCRACY,"[""bls""]",50,523,0,0,24.71,0,0
3145-SWIM,3145_3121-JR SWIM,BILLABONG,"[""bls""]",69,519,0,0,16.38,0,54
3140-LADIES SPORTS,3140_3143-OUTDOOR BOTTOMS,REEL LEGENDS,"[""bls""]",73,518,0,0,19.04,0,40
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,ANGELS,"[""bls""]",6,511,0,0,14.24,0,5
3150-LINGERIE,3150_3073-MS SLEEPWEAR,LAURA ASHLEY,"[""bls""]",71,506,0,0,15.04,0,0
3145-SWIM,3145_3118-BETTER SWIM,BLEU ROD BEATTIE,"[""bls""]",49,501,0,0,29.83,0,44
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,D. JEANS,"[""bls""]",30,500,0,0,14.73,0,19
3130-JUNIORS,3130_3228-WC JR KNIT TOPS,HEART __ia_char_13 HIPS,"[""bls""]",65,498,0,0,8.16,0,52
3315-YOUNGMENS,3315_3514-YM WOVEN TOPS,HURLEY,"[""bls""]",28,497,0,0,,0,18
3615-DOMESTICS,3615_3859-BF-HC KITCHEN TEXTILES,CUISINART,"[""bls""]",20,495,0,0,,0,6
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,LUCKY BRAND,"[""bls""]",17,492,0,0,24.0,0,14
3200-BEAUTY,3200_3029-SKIN CARE,SUN BUM,"[""bls""]",24,491,0,0,11.46,0,20
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,HAGGAR,"[""bls""]",18,491,0,0,16.19,0,14
3145-SWIM,3145_3119-MODERATE SWIM,LEILANI,"[""bls""]",61,490,0,0,25.6,0,48
3315-YOUNGMENS,3315_3500-YM KNIT TOPS,HURLEY,"[""bls""]",21,488,0,0,,0,16
3315-YOUNGMENS,3315_3512-YM TEES,QUIKSILVER,"[""bls""]",55,487,0,0,9.74,0,38
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,PHILOSOPHY,"[""bls""]",35,478,0,0,15.98,0,0
3540-ATHLETIC FOOTWEAR,3540_3581-BFL MENS ATHLETIC,ASICS,"[""bls""]",25,474,0,0,,0,23
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,GRUNT STYLE,"[""bls""]",31,471,0,0,14.42,0,29
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,LIFE IS GOOD,"[""bls""]",24,469,0,0,12.46,0,23
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,BOBEAU,"[""bls""]",55,467,0,0,14.63,0,40
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,CALLAWAY,"[""bls""]",48,464,0,0,26.06,0,38
3130-JUNIORS,3130_3241-WC JR SHORTS,CISONO,"[""bls""]",31,463,0,0,12.34,0,30
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,NEW BALANCE,"[""bls""]",19,462,0,0,,0,16
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,WEEKENDER,"[""bls""]",10,462,0,0,,0,9
3200-BEAUTY,3200_3037-EC BATH - BODY,DR TEALS,"[""bls""]",24,461,0,0,6.39,0,19
3120-PLUS SPORTSWEAR,3120_3160-MP CAPRIS,CORAL BAY,"[""bls""]",31,460,0,0,,0,19
3145-SWIM,3145_3119-MODERATE SWIM,N BY NEXT,"[""bls""]",61,456,0,0,,0,40
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,QUICKSILVER WATERMAN,"[""bls""]",39,450,0,0,10.63,0,23
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,LIFESTRIDE,"[""bls""]",7,450,0,0,20.8,0,7
3110-MISSES SPORTSWEAR,3110_3111-MS PANTS,ZAC AND RACHEL,"[""bls""]",72,447,0,0,15.5,0,35
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,ASICS,"[""bls""]",28,440,0,0,,0,19
3130-JUNIORS,3130_3241-WC JR SHORTS,YMI,"[""bls""]",33,439,0,0,13.99,0,30
3330-MENS ACTIVE-SWIM,3330_3757-MENS ACTIVE TOPS,QUIKSILVER,"[""bls""]",35,438,0,0,12.12,0,29
3200-BEAUTY,3200_3030-HAIR CARE,KENRA,"[""bls""]",36,437,0,0,18.27,0,26
3610-HOME DECOR,3610_3818-BF-HC EC CSTL DECOR  ACCENTS,FANCY THAT,"[""bls""]",110,430,0,0,17.88,0,28
3200-BEAUTY,3200_3031-COSMETICS,LAURA GELLER,"[""bls""]",44,428,0,0,6.31,0,36
3200-BEAUTY,3200_3030-HAIR CARE,COLOR WOW,"[""bls""]",33,424,0,0,23.55,0,26
3165-HANDBAGS,3165_3273-BETTER HANDBAGS,NANETTE LEPORE,"[""bls""]",86,423,0,0,31.55,0,35
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,GOOD CHOICE,"[""bls""]",35,422,0,0,27.99,0,31
3410-GIRLS APPAREL,3410_3271-LITTLE GIRL SETS,B TWEEN,"[""bls""]",41,418,0,0,11.48,0,37
3140-LADIES SPORTS,3140_3122-ACTIVE TOPS,RBX,"[""bls""]",50,415,0,0,12.24,0,36
3620-HOUSEWARES,3620_3871-BF-HC KITCHEN DECOR,10 STRAWBERRY STREET,"[""bls""]",49,413,0,0,,0,36
3145-SWIM,3145_3118-BETTER SWIM,ANNE COLE,"[""bls""]",23,409,0,0,24.02,0,20
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,HARLOW __ia_char_13 ROSE,"[""bls""]",65,406,0,0,18.13,0,40
3650-CONSUMABLES,3650_3323-DRINKS AND MIXES,SKINNY MIXES,"[""bls""]",24,405,0,0,4.69,0,20
3130-JUNIORS,3130_3230-WC JR SCREENS,VINTAGE THREADZ,"[""bls""]",30,401,0,0,8.62,0,29
3145-SWIM,3145_3123-COVER UPS,J VALDI,"[""bls""]",54,401,0,0,16.15,0,50
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,FLAG __ia_char_13 ANTHEM,"[""bls""]",21,399,0,0,17.45,0,17
3110-MISSES SPORTSWEAR,3110_3106-EC WTW KNITS,ZAC AND RACHEL,"[""bls""]",27,397,0,0,11.48,0,20
3330-MENS ACTIVE-SWIM,3330_3759-MENS ACTIVE SHORTS,QUIKSILVER,"[""bls""]",35,397,0,0,16.39,0,22
3150-LINGERIE,3150_3073-MS SLEEPWEAR,HUE,"[""bls""]",65,397,0,0,,0,17
3130-JUNIORS,3130_3229-EC JR SCREENS,SIMPLY SOUTHERN,"[""bls""]",39,396,0,0,,0,23
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,KENNETH COLE,"[""bls""]",21,395,0,0,19.01,0,19
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,KENNETH COLE,"[""bls""]",35,395,0,0,19.34,0,31
3150-LINGERIE,3150_3064-BETTER PANTIES,JOCKEY,"[""bls""]",51,394,0,0,,0,7
3125-PETITES SPORTSWEAR,3125_3195-PT SHORTS,CORAL BAY,"[""bls""]",54,394,0,0,,0,38
3530-CHILDRENS FOOTWEAR,3530_3655-GIRLS SHOES,KENNETH COLE,"[""bls""]",8,394,0,0,13.49,0,8
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,TAILORBYRD,"[""bls""]",19,393,0,0,,0,16
3420-BABY,3420_3366-NEWBORN GIRL,LITTLE ME,"[""bls""]",47,392,0,0,11.51,0,42
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,COSTA,"[""bls""]",22,388,0,0,12.69,0,19
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,YELLOW BOX,"[""bls""]",20,387,0,0,28.91,0,13
3325-MENS OUTDOOR,3325_3752-MENS FISHING TOPS,ANGLR,"[""bls""]",36,384,0,0,15.92,0,26
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,TAILORBYRD,"[""bls""]",27,382,0,0,18.56,0,22
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,HEYBO,"[""bls""]",21,382,0,0,12.42,0,20
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,PHILOSOPHY,"[""bls""]",35,382,0,0,18.03,0,29
3145-SWIM,3145_3118-BETTER SWIM,ELLEN TRACY,"[""bls""]",31,379,0,0,25.37,0,26
3430-CHILDRENS ACCESS,3430_3351-KIDS GIFTS-TECH,SECONDARY,"[""bls""]",49,379,0,0,10.61,0,39
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,IZOD,"[""bls""]",11,377,0,0,29.99,0,9
3315-YOUNGMENS,3315_3512-YM TEES,FLOGROWN,"[""bls""]",44,372,0,0,,0,35
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,EARTH,"[""bls""]",9,372,0,0,23.98,0,7
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,DASH,"[""bls""]",63,371,0,0,16.33,0,43
3115-MISSES BETTER SPORTSWEAR,3115_3290-EC BETTER DENIM,DEMOCRACY,"[""bls""]",42,370,0,0,33.12,0,0
3330-MENS ACTIVE-SWIM,3330_3759-MENS ACTIVE SHORTS,GAIAM,"[""bls""]",35,370,0,0,15.29,0,22
3540-ATHLETIC FOOTWEAR,3540_3581-BFL MENS ATHLETIC,NEW BALANCE,"[""bls""]",13,369,0,0,,0,11
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,CORAL BAY,"[""bls""]",3,369,0,0,,0,3
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,HURLEY,"[""bls""]",26,369,0,0,15.65,0,17
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,ANGELS,"[""bls""]",17,368,0,0,18.41,0,14
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,SAM EDELMAN,"[""bls""]",10,367,0,0,29.06,0,10
3200-BEAUTY,3200_3037-EC BATH - BODY,PHILOSOPHY,"[""bls""]",37,366,0,0,12.91,0,29
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,SOUTHERN TIDE,"[""bls""]",27,366,0,0,,0,22
3130-JUNIORS,3130_3241-WC JR SHORTS,VERVET,"[""bls""]",27,365,0,0,22.03,0,25
3330-MENS ACTIVE-SWIM,3330_3757-MENS ACTIVE TOPS,HURLEY,"[""bls""]",42,365,0,0,10.21,0,23
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,AEROSOLES,"[""bls""]",15,365,0,0,20.58,0,15
3510-LADIES FOOTWEAR,3510_3546-WC CLOSED FLAT,SKECHERS,"[""bls""]",26,362,0,0,,0,17
3130-JUNIORS,3130_3392-WC JR SURF,ROXY,"[""bls""]",50,361,0,0,19.48,0,45
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,NO COMMENT,"[""bls""]",36,360,0,0,15.82,0,29
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,DASH,"[""bls""]",30,359,0,0,16.18,0,30
3200-BEAUTY,3200_3030-HAIR CARE,JOICO,"[""bls""]",51,357,0,0,15.05,0,29
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,PROJECT CLOUD,"[""bls""]",13,356,0,0,,0,13
3150-LINGERIE,3150_3055-BETTER BRAS,JOCKEY,"[""bls""]",19,355,0,0,,0,0
3410-GIRLS APPAREL,3410_3324-BIG GIRL SWIM-OUTERWEAR,BREAKING WAVES,"[""bls""]",30,354,0,0,,0,23
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,TOMMY HILFIGER,"[""bls""]",21,354,0,0,29.09,0,21
3510-LADIES FOOTWEAR,3510_3549-WC CASUAL SANDALS,SKECHERS,"[""bls""]",21,353,0,0,44.29,0,17
3145-SWIM,3145_3123-COVER UPS,MIKEN,"[""bls""]",49,350,0,0,19.69,0,43
3145-SWIM,3145_3120-PLUS SWIM,RAISINS CURVE,"[""bls""]",19,350,0,0,28.38,0,12
3615-DOMESTICS,3615_3837-BF-HC SHEETS,ZEST KITCHEN __ia_char_20 HOME,"[""bls""]",45,349,0,0,,0,35
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,SALT LIFE,"[""bls""]",61,349,0,0,19.33,0,44
3140-LADIES SPORTS,3140_3125-ACTIVE BOTTOMS,VOGO,"[""bls""]",39,348,0,0,14.94,0,25
3540-ATHLETIC FOOTWEAR,3540_3543-LADIES MOD ATHLETIC,RYKA,"[""bls""]",9,345,0,0,28.07,0,7
3110-MISSES SPORTSWEAR,3110_3111-MS PANTS,DASH,"[""bls""]",45,344,0,0,16.25,0,30
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,NICK GRAHAM,"[""bls""]",13,342,0,0,,0,12
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,BROOKS,"[""bls""]",18,340,0,0,,0,16
3630-SEASONAL,3630_3777-GARDEN ACCENTS,JD YEATTS,"[""bls""]",63,337,0,0,11.62,0,43
3135-DRESSES,3135_3203-WTW-SOCIAL DRESSES,NINA LEONARD,"[""bls""]",41,335,0,0,16.2,0,34
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,QUICKSILVER WATERMAN,"[""bls""]",19,334,0,0,15.94,0,15
3420-BABY,3420_3366-NEWBORN GIRL,BABY ESSENTIALS,"[""bls""]",40,333,0,0,9.8,0,25
3160-ACCESSORIES,3160_3026-HATS,SUN N__ia_char_01 SAND,"[""bls""]",118,333,0,0,18.49,0,4
3510-LADIES FOOTWEAR,3510_3587-EC HANGING FOOTWEAR,REEL LEGENDS,"[""bls""]",16,332,0,0,17.99,0,10
3130-JUNIORS,3130_3392-WC JR SURF,AMUSE SOCIETY,"[""bls""]",53,332,0,0,,0,30
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,CUPIO,"[""bls""]",26,331,0,0,14.07,0,22
3720-HARDLINES,3720_3792-TEAM,TAMPA BAY BUCCANEERS,"[""bls""]",38,331,0,0,,0,23
3150-LINGERIE,3150_3064-BETTER PANTIES,ANNE KLEIN,"[""bls""]",30,327,0,0,14.39,0,2
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,ELLEN TRACY,"[""bls""]",27,325,0,0,35.28,0,25
3320-MENS GOLF,3320_3763-MENS GOLF BOTTOMS,PGA TOUR,"[""bls""]",17,325,0,0,49.99,0,16
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,NAUTICA,"[""bls""]",6,325,0,0,,0,6
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,MAX STUDIO,"[""bls""]",43,324,0,0,20.48,0,34
3430-CHILDRENS ACCESS,3430_3357-GIRLS FASHION ACCESS,SECONDARY,"[""bls""]",39,324,0,0,6.23,0,35
3200-BEAUTY,3200_3066-WELLNESS,GURUNANDA,"[""bls""]",32,322,0,0,12.04,0,23
3200-BEAUTY,3200_3030-HAIR CARE,TIGI,"[""bls""]",39,321,0,0,10.32,0,36
3125-PETITES SPORTSWEAR,3125_3199-BETTER PT,BLUE SOL,"[""bls""]",63,321,0,0,13.01,0,37
3160-ACCESSORIES,3160_3026-HATS,PONYFLO,"[""bls""]",78,321,0,0,,0,23
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,COUNTERPARTS,"[""bls""]",8,320,0,0,12.52,0,8
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,QUICKSILVER WATERMAN,"[""bls""]",15,320,0,0,20.71,0,13
3620-HOUSEWARES,3620_3861-BF-HC KITCHEN STORAGE-ORG,FARBERWARE,"[""bls""]",47,320,0,0,,0,42
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,FIGUEROA __ia_char_13 FLOWER,"[""bls""]",48,320,0,0,15.96,0,34
3315-YOUNGMENS,3315_3512-YM TEES,SECONDARY,"[""bls""]",40,319,0,0,8.66,0,32
3310-MENS SPORTSWEAR,3310_3468-MENS DENIM,FLAG __ia_char_13 ANTHEM,"[""bls""]",16,319,0,0,20.89,0,14
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,NINA LEONARD,"[""bls""]",34,319,0,0,17.48,0,29
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,TOMMY HILFIGER,"[""bls""]",7,318,0,0,38.8,0,7
3115-MISSES BETTER SPORTSWEAR,3115_3293-WC BETTER BOTTOMS,MAX STUDIO,"[""bls""]",27,317,0,0,,0,0
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,MOUNTAIN AND ISLES,"[""bls""]",30,317,0,0,12.19,0,23
3510-LADIES FOOTWEAR,3510_3588-WC HANGING FOOTWEAR,REEF,"[""bls""]",21,316,0,0,,0,17
3325-MENS OUTDOOR,3325_3767-MENS TRAIL TOPS,EDDIE BAUER,"[""bls""]",17,315,0,0,12.05,0,17
3610-HOME DECOR,3610_3808-BF-HC EC WALL DECOR,JD YEATTS,"[""bls""]",76,313,0,0,,0,28
3130-JUNIORS,3130_3242-EC JR ACTIVE,NO COMMENT,"[""bls""]",52,312,0,0,11.57,0,34
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,BUNULU,"[""bls""]",25,310,0,0,,0,0
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,BARE TRAPS,"[""bls""]",13,310,0,0,,0,8
3325-MENS OUTDOOR,3325_3752-MENS FISHING TOPS,HABIT,"[""bls""]",9,310,0,0,,0,9
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,EASY SPIRIT,"[""bls""]",16,309,0,0,,0,13
3325-MENS OUTDOOR,3325_3765-MENS HUNTING TOPS,HABIT,"[""bls""]",15,309,0,0,16.82,0,15
3200-BEAUTY,3200_3029-SKIN CARE,SECONDARY,"[""bls""]",33,308,0,0,17.36,0,31
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,TRU SELF,"[""bls""]",42,308,0,0,10.19,0,28
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,BLUE SKY,"[""bls""]",60,308,0,0,,0,31
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,EASY SPIRIT,"[""bls""]",14,307,0,0,31.49,0,14
3200-BEAUTY,3200_3038-WC BATH - BODY,POO-POURRI,"[""bls""]",18,305,0,0,5.94,0,14
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,PYSCHO TUNA,"[""bls""]",14,303,0,0,,0,14
