l1_name,l2_name,brand,channel,articles,total_oh,total_oo,total_it,avg_price,stockouts,overstock
3160-ACCESSORIES,3160_3004-FASHION BOXED JEWELRY,NICOLE MILLER,"[""bls""]",1,3,0,0,,0,0
3420-BABY,3420_3375-LAYETTE SOFTLINES,BELLA TUNNO,"[""bls""]",1,3,0,0,,0,0
3720-HARDLINES,3720_3654-AUTO,NASCAR,"[""bls""]",1,3,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3105-WC CAS 3Q-LS KNITS,ESPRESSO,"[""bls""]",1,3,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3291-WC BETTER DENIM,STS BLUE,"[""bls""]",1,3,0,0,19.6,0,0
3200-BEAUTY,3200_3030-HAIR CARE,SUN BUM,"[""bls""]",1,3,0,0,,0,0
3610-HOME DECOR,3610_3811-WC WALL DECOR,HOME DECOR FACTORY,"[""bls""]",1,3,0,0,19.96,0,0
3420-BABY,3420_3366-NEWBORN GIRL,SECONDARY,"[""bls""]",1,3,0,0,,0,0
3145-SWIM,3145_3118-BETTER SWIM,VINCE CAMUTO,"[""bls""]",2,3,0,0,32.94,0,0
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,BADGLEY MISCHKA,"[""bls""]",1,3,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3293-WC BETTER BOTTOMS,GRACE IN LA,"[""bls""]",3,3,0,0,24.57,0,0
3420-BABY,3420_3369-INFANT GIRL,ARISTOCATS,"[""bls""]",1,3,0,0,,0,0
3610-HOME DECOR,3610_3814-BF-HC EC DECOR ACCENTS,NOUVEAU,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,NATURE WELL,"[""bls""]",1,3,0,0,5.75,0,0
3815-VEND DROP SHIP,3815_3529-LADIES VDS,NINA LEONARD,"[""bls""]",3,3,0,0,,0,0
3340-MENS FURN-ACC,3340_3495-MENS HEADWEAR,BILLABONG,"[""bls""]",2,3,0,0,14.97,0,0
3815-VEND DROP SHIP,3815_3533-SHOES VDS,STACY ADAMS,"[""bls""]",3,3,0,0,,0,0
3340-MENS FURN-ACC,3340_3497-MENS SMALL LEATHER,KENNETH COLE REACTION,"[""bls""]",2,3,0,0,12.47,0,0
3410-GIRLS APPAREL,3410_3316-BIG GIRL TOPS,SPEECHLESS,"[""bls""]",2,3,0,0,,0,0
3420-BABY,3420_3367-NEWBORN BOYS,SNUG,"[""bls""]",1,3,0,0,,0,0
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,SOUTHPOLE,"[""bls""]",2,3,0,0,9.26,0,0
3620-HOUSEWARES,3620_3865-BF-HC GADGETS,BROOKSTONE,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3842-BED PILLOWS,BEAUTYREST,"[""bls""]",2,3,0,0,21.49,0,0
3615-DOMESTICS,3615_3855-BF-HC BATH RUGS,SCOUT,"[""bls""]",2,3,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,SCENTUALS,"[""bls""]",1,3,0,0,,0,0
3740-PET,3740_3689-DOG BEDS,MULTIPET,"[""bls""]",1,3,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3268-EC BTR WOVEN TOPS,BLUE SOL,"[""bls""]",2,3,0,0,,0,0
3420-BABY,3420_3367-NEWBORN BOYS,LE TOP,"[""bls""]",1,3,0,0,6.56,0,0
3200-BEAUTY,3200_3075-MENS GROOMING,AXE,"[""bls""]",2,3,0,0,6.57,0,0
3420-BABY,3420_3379-BABY ACCESSORIES,BEARPAW,"[""bls""]",1,3,0,0,7.46,0,0
3615-DOMESTICS,3615_3838-SHEETS,CARIBBEAN JOE,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3860-KITCHEN TEXTILES,BADGLEY MISCHKA,"[""bls""]",1,3,0,0,15.72,0,0
3420-BABY,3420_3367-NEWBORN BOYS,BABY GEAR,"[""bls""]",1,3,0,0,,0,0
3610-HOME DECOR,3610_3822-BF-HC EC FRAMES,BADGLEY MISCHKA,"[""bls""]",1,3,0,0,,0,0
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,JESSICA SIMPSON,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,MIXSOON,"[""bls""]",2,3,0,0,,0,0
3315-YOUNGMENS,3315_3516-YM LONG BOTTOMS,LAGUNA,"[""bls""]",1,3,0,0,,0,0
3620-HOUSEWARES,3620_3875-BF-HC DRINKWARE,BLUE SKY,"[""bls""]",1,3,0,0,,0,0
3510-LADIES FOOTWEAR,3510_3549-WC CASUAL SANDALS,CHARLES BY CHARLES DAVID,"[""bls""]",1,3,0,0,15.81,0,0
3165-HANDBAGS,3165_3270-TREND HANDBAGS,DS FASHION,"[""bls""]",1,3,0,0,,0,0
3430-CHILDRENS ACCESS,3430_3328-GIRLS SOCKS,OMG ACCESSORIES,"[""bls""]",1,3,0,0,,0,0
3625-STORAGE-HOME MAINTENANCE,3625_3473-BF-HC CLEANING-SOLUTIONS,HOME ESSENTIALS,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,WILDGLO,"[""bls""]",1,3,0,0,4.94,0,0
3200-BEAUTY,3200_3024-MENS FRAGRANCES,MUSTANG,"[""bls""]",2,3,0,0,,0,0
3420-BABY,3420_3613-TB SWIM-OUTWR,MICK MACK,"[""bls""]",3,3,0,0,,0,0
3420-BABY,3420_3369-INFANT GIRL,CARTERS,"[""bls""]",1,3,0,0,,0,0
3740-PET,3740_3688-CAT,ETNA,"[""bls""]",1,3,0,0,19.99,0,0
3160-ACCESSORIES,3160_3004-FASHION BOXED JEWELRY,MICKEY MOUSE,"[""bls""]",1,3,0,0,,0,0
3720-HARDLINES,3720_3656-TRAVEL,CHAMPS,"[""bls""]",1,3,0,0,,0,0
3310-MENS SPORTSWEAR,3310_3468-MENS DENIM,NICKEL __ia_char_13 IRON,"[""bls""]",2,3,0,0,14.54,0,0
3415-BOYS APPAREL,3415_3315-LITTLE BOY SETS,TOMMY BAHAMA,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3031-COSMETICS,ELF,"[""bls""]",1,3,0,0,,0,0
3420-BABY,3420_3607-TB SETS-SEPARATES,LEE,"[""bls""]",2,3,0,0,,0,0
3415-BOYS APPAREL,3415_3361-BIG BOY ACTIVE,PGA TOUR,"[""bls""]",1,3,0,0,,0,0
3410-GIRLS APPAREL,3410_3318-BIG GIRL BOTTOMS,VIOLET SKYE,"[""bls""]",1,3,0,0,,0,0
3815-VEND DROP SHIP,3815_3533-SHOES VDS,JBU,"[""bls""]",2,3,0,0,,0,0
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,CALVIN KLEIN,"[""bls""]",1,3,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3289-EC BTR SWEATERS-JACKETS,CHELSEA __ia_char_13 THEODORE,"[""bls""]",1,3,0,0,,0,0
3610-HOME DECOR,3610_3808-BF-HC EC WALL DECOR,SELECTION ONE,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3857-BF-HC BATH ACCESS,PATINA VIE,"[""bls""]",1,3,0,0,,0,0
3620-HOUSEWARES,3620_3864-FOOD PREP,OGGI CORPORATION,"[""bls""]",1,3,0,0,9.9,0,0
3725-TOYS,3725_3383-BOYS TOYS,MEAN MACHINES,"[""bls""]",1,3,0,0,,0,0
3150-LINGERIE,3150_3083-FASHION SOCKS,TOMMY HILFIGER,"[""bls""]",1,3,0,0,12.2,0,0
3610-HOME DECOR,3610_3808-BF-HC EC WALL DECOR,TURTLE KING CORP,"[""bls""]",1,3,0,0,38.79,0,0
3530-CHILDRENS FOOTWEAR,3530_3660-TOD GIRLS SHOES,FROZEN,"[""bls""]",1,3,0,0,,0,0
3720-HARDLINES,3720_3656-TRAVEL,BETSEY JOHNSON,"[""bls""]",2,3,0,0,,0,0
3620-HOUSEWARES,3620_3867-BF-HC COOKWARE,RACHAEL RAY,"[""bls""]",2,3,0,0,,0,0
3420-BABY,3420_3376-LAYETTE HARDLINES,BELLA TUNNO,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3835-BF-HC TOP OF BED,AMELIE,"[""bls""]",1,3,0,0,,0,0
3420-BABY,3420_3366-NEWBORN GIRL,FIRST STEPS,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3066-WELLNESS,FIRST AID BEAUTY,"[""bls""]",1,3,0,0,,0,0
3140-LADIES SPORTS,3140_3124-ACTIVE SHORTS,YOGALUX,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3839-BF-HC UTILITY BEDDING,TEMPUR-PEDIC,"[""bls""]",1,3,0,0,,0,0
3310-MENS SPORTSWEAR,3310_3468-MENS DENIM,7 FOR ALL MANKIND,"[""bls""]",2,3,0,0,,0,0
3815-VEND DROP SHIP,3815_3533-SHOES VDS,FLEXUS,"[""bls""]",3,3,0,0,,0,0
3125-PETITES SPORTSWEAR,3125_3184-WC PT TOPS,LATE AUGUST,"[""bls""]",3,3,0,0,10.04,0,0
3510-LADIES FOOTWEAR,3510_3557-WC BOOTS-BOOTIES,COCONUTS__ia_char_03MATISSE,"[""bls""]",1,3,0,0,,0,0
3430-CHILDRENS ACCESS,3430_3349-BOYS SLEEP,TOY STORY,"[""bls""]",2,3,0,0,,0,0
3310-MENS SPORTSWEAR,3310_3462-MENS LONG BOTTOMS,TAILOR VINTAGE,"[""bls""]",1,3,0,0,16.7,0,0
3140-LADIES SPORTS,3140_3138-ATHLEISURE BOTTOMS,JUICY COUTURE,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3837-BF-HC SHEETS,SIMPLY SOFT,"[""bls""]",1,3,0,0,,0,0
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,REBECCA MINKOFF,"[""bls""]",3,3,0,0,,0,0
3610-HOME DECOR,3610_3810-EC WALL DECOR,TRIOBRO,"[""bls""]",2,3,0,0,78.6,0,0
3620-HOUSEWARES,3620_3877-BF-HC HYDRATION-OTG,HURLEY,"[""bls""]",1,3,0,0,,0,0
3720-HARDLINES,3720_3650-ELECTRONICS,MIWORLD ACCESSORIES,"[""bls""]",1,3,0,0,,0,0
3410-GIRLS APPAREL,3410_3300-LITTLE GIRL TOPS,THATS MY GIRLS,"[""bls""]",2,3,0,0,,0,0
3130-JUNIORS,3130_3230-WC JR SCREENS,SOCIAL SCENE,"[""bls""]",2,3,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,ISLAND SHORES,"[""bls""]",2,3,0,0,10.48,0,0
3420-BABY,3420_3380-TG SETS-SEPARATES,LITTLE LASS,"[""bls""]",2,3,0,0,,0,0
3415-BOYS APPAREL,3415_3340-BIG BOY SETS,KENNETH COLE,"[""bls""]",1,3,0,0,12.57,0,0
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,PACIFICA,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3843-BF-HC DECOR PILLOWS,HOMESNBEYOND,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,TREE HUT,"[""bls""]",1,3,0,0,,0,0
3130-JUNIORS,3130_3226-EC JR KNIT TOPS,AVETO,"[""bls""]",2,3,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3110-MS DENIM,LEGENDS,"[""bls""]",1,3,0,0,7.77,0,0
3610-HOME DECOR,3610_3814-BF-HC EC DECOR ACCENTS,LILY AND FAYE,"[""bls""]",2,3,0,0,,0,0
3510-LADIES FOOTWEAR,3510_3544-WC HEELS-WEDGES,CHARLES BY CHARLES DAVID,"[""bls""]",2,3,0,0,20.65,0,0
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,BEACH CHIC,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3070-BEAUTY TOOLS,REVLON,"[""bls""]",1,3,0,0,,0,0
3615-DOMESTICS,3615_3855-BF-HC BATH RUGS,EVERWASH,"[""bls""]",1,3,0,0,,0,0
3310-MENS SPORTSWEAR,3310_3468-MENS DENIM,CULTURA,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3075-MENS GROOMING,CEDAR __ia_char_20 SAGE,"[""bls""]",1,3,0,0,,0,0
3140-LADIES SPORTS,3140_3138-ATHLEISURE BOTTOMS,DKNY,"[""bls""]",1,3,0,0,,0,0
3125-PETITES SPORTSWEAR,3125_3196-PT SWEATERS-JACKETS,NYC ALLIANCE,"[""bls""]",1,3,0,0,,0,0
3420-BABY,3420_3380-TG SETS-SEPARATES,STITCH,"[""bls""]",1,3,0,0,10.36,0,0
3415-BOYS APPAREL,3415_3326-LITTLE BOY TOPS,SPIDERMAN,"[""bls""]",1,3,0,0,,0,0
3415-BOYS APPAREL,3415_3327-LITTLE BOY BOTTOMS,EIGHTY EIGHT,"[""bls""]",1,3,0,0,,0,0
3620-HOUSEWARES,3620_3870-BAKEWARE,HELLS KITCHEN,"[""bls""]",1,3,0,0,11.78,0,0
3160-ACCESSORIES,3160_3026-HATS,CHAMPION,"[""bls""]",2,3,0,0,,0,0
3620-HOUSEWARES,3620_3872-KITCHEN DECOR,NICOLE MILLER,"[""bls""]",1,3,0,0,5.15,0,0
3815-VEND DROP SHIP,3815_3529-LADIES VDS,JORDAN TAYLOR,"[""bls""]",3,3,0,0,,0,0
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,GRUNT STYLE,"[""bls""]",1,3,0,0,,0,0
3620-HOUSEWARES,3620_3865-BF-HC GADGETS,DOLLY PARTON,"[""bls""]",3,3,0,0,,0,0
3615-DOMESTICS,3615_3858-BATH ACCESSORIES,FARBERWARE,"[""bls""]",2,3,0,0,5.88,0,0
3520-MENS FOOTWEAR,3520_3590-MENS CASUAL,SECONDARY,"[""bls""]",1,3,0,0,,0,0
3725-TOYS,3725_3383-BOYS TOYS,ZURU,"[""bls""]",2,3,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3287-EC BTR 3Q-LS KNITS,KATE SPADE,"[""bls""]",1,3,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,DEJA BLEU,"[""bls""]",2,3,0,0,14.11,0,0
3200-BEAUTY,3200_3038-WC BATH - BODY,OOPSIE POOPSIE,"[""bls""]",1,3,0,0,,0,0
3815-VEND DROP SHIP,3815_3529-LADIES VDS,HEARTS OF PALM,"[""bls""]",3,3,0,0,,0,0
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,LILLY PULITZER,"[""bls""]",1,3,0,0,,0,0
3145-SWIM,3145_3120-PLUS SWIM,BEACH HOUSE,"[""bls""]",2,3,0,0,,0,0
3125-PETITES SPORTSWEAR,3125_3199-BETTER PT,INDUSTRY X,"[""bls""]",1,3,0,0,,0,0
3410-GIRLS APPAREL,3410_3301-LITTLE GIRL BOTTOMS,1ST KISS,"[""bls""]",2,3,0,0,12.56,0,0
3340-MENS FURN-ACC,3340_3497-MENS SMALL LEATHER,ARIAT,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,TARTE,"[""bls""]",2,3,0,0,,0,0
3815-VEND DROP SHIP,3815_3533-SHOES VDS,SPRING STEP,"[""bls""]",3,3,0,0,,0,0
3200-BEAUTY,3200_3037-EC BATH - BODY,GLOW MOOD,"[""bls""]",2,3,0,0,,0,0
3340-MENS FURN-ACC,3340_3495-MENS HEADWEAR,COLUMBIA,"[""bls""]",2,3,0,0,,0,0
3200-BEAUTY,3200_3066-WELLNESS,CLIGANIC,"[""bls""]",1,3,0,0,,0,0
3420-BABY,3420_3366-NEWBORN GIRL,CARTERS,"[""bls""]",1,3,0,0,,0,0
3415-BOYS APPAREL,3415_3343-BIG BOY TOPS,AEROPOSTALE,"[""bls""]",2,3,0,0,13.49,0,0
3615-DOMESTICS,3615_3835-BF-HC TOP OF BED,JONES NEW YORK,"[""bls""]",3,3,0,0,,0,0
3200-BEAUTY,3200_3024-MENS FRAGRANCES,ABERCROMBIE __ia_char_13 FITCH,"[""bls""]",1,3,0,0,16.23,0,0
3160-ACCESSORIES,3160_3002-FASHION JEWELRY,STRAWBERRY SHORTCAKE,"[""bls""]",1,3,0,0,,0,0
3420-BABY,3420_3369-INFANT GIRL,CHICK PEA,"[""bls""]",2,3,0,0,11.89,0,0
3420-BABY,3420_3377-TOYS AND GIFTS,CARTERS,"[""bls""]",1,3,0,0,6.72,0,0
3420-BABY,3420_3375-LAYETTE SOFTLINES,MILKBERRY,"[""bls""]",1,3,0,0,,0,0
3125-PETITES SPORTSWEAR,3125_3196-PT SWEATERS-JACKETS,MOKA LABEL,"[""bls""]",1,3,0,0,,0,0
3430-CHILDRENS ACCESS,3430_3341-BOYS UNDERWEAR,CONVERSE,"[""bls""]",1,3,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3290-EC BETTER DENIM,JASON WU,"[""bls""]",1,3,0,0,,0,0
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,MIA SERINE,"[""bls""]",1,3,0,0,,0,0
3140-LADIES SPORTS,3140_3133-ATHLEISURE TOPS,SAGE,"[""bls""]",1,3,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,THE FOX TAN,"[""bls""]",1,3,0,0,,0,0
3165-HANDBAGS,3165_3277-SMALL LEATHER,REBECCA MINKOFF,"[""bls""]",1,3,0,0,,0,0
3610-HOME DECOR,3610_3822-BF-HC EC FRAMES,FANCY THAT,"[""bls""]",1,3,0,0,,0,0
3135-DRESSES,3135_3205-PLUS DRESSES,TASH __ia_char_13 SOPHIE,"[""bls""]",1,3,0,0,,0,0
3165-HANDBAGS,3165_3270-TREND HANDBAGS,EMPERIA,"[""bls""]",2,3,0,0,16.54,0,0
3150-LINGERIE,3150_3083-FASHION SOCKS,LAURA ASHLEY,"[""bls""]",1,3,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3107-WC WTW KNITS,WRAPPER,"[""bls""]",2,3,0,0,10.59,0,0
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,LAUNDRY,"[""bls""]",3,3,0,0,8.64,0,0
3340-MENS FURN-ACC,3340_3498-MENS ACCCESSORIES,NIKE,"[""bls""]",3,3,0,0,,0,0
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,PRIMA DESIGN,"[""bls""]",1,3,0,0,,0,0
3320-MENS GOLF,3320_3769-BIG MENS GOLF,BEN SHERMAN,"[""bls""]",1,3,0,0,16.58,0,0
3510-LADIES FOOTWEAR,3510_3587-EC HANGING FOOTWEAR,YELLOW BOX,"[""bls""]",2,3,0,0,14.48,0,0
3320-MENS GOLF,3320_3763-MENS GOLF BOTTOMS,SKECHERS,"[""bls""]",2,3,0,0,,0,0
3740-PET,3740_3688-CAT,ANIMAL PLANET,"[""bls""]",1,3,0,0,4.32,0,0
3420-BABY,3420_3373-INFANT BOY,CARTERS,"[""bls""]",1,3,0,0,,0,0
3165-HANDBAGS,3165_3270-TREND HANDBAGS,PEANUTS,"[""bls""]",1,3,0,0,,0,0
3165-HANDBAGS,3165_3273-BETTER HANDBAGS,MICHAEL KORS,"[""bls""]",1,3,0,0,,0,0
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,TRUE RELIGION,"[""bls""]",2,3,0,0,,0,0
3430-CHILDRENS ACCESS,3430_3348-GIRLS SLEEP,NICOLE MILLER,"[""bls""]",2,2,0,0,,0,0
3610-HOME DECOR,3610_3805-BF-HC EC FRAMED ART,LAU ENTERPRISES,"[""bls""]",1,2,0,0,,0,0
3815-VEND DROP SHIP,3815_3529-LADIES VDS,DOLFIN,"[""bls""]",2,2,0,0,,0,0
3725-TOYS,3725_3384-GIRLS TOYS,OUR GENERATION,"[""bls""]",1,2,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3105-WC CAS 3Q-LS KNITS,LOVE POTION,"[""bls""]",2,2,0,0,15.12,0,0
3420-BABY,3420_3376-LAYETTE HARDLINES,BABY EINSTEIN,"[""bls""]",1,2,0,0,,0,0
3610-HOME DECOR,3610_3808-BF-HC EC WALL DECOR,CRYSTAL ART OF FLORIDA,"[""bls""]",1,2,0,0,,0,0
3640-STATIONERY-GIFTS,3640_3665-STATIONERY,VERA BRADLEY,"[""bls""]",1,2,0,0,,0,0
3620-HOUSEWARES,3620_3861-BF-HC KITCHEN STORAGE-ORG,ARISTOCATS,"[""bls""]",1,2,0,0,,0,0
3610-HOME DECOR,3610_3824-BF-HC CANDLES-FRAGRANCE,BIG BOX RETAILER,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3030-HAIR CARE,BC BONACURE,"[""bls""]",1,2,0,0,,0,0
3130-JUNIORS,3130_3242-EC JR ACTIVE,MICKEY MOUSE,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3070-BEAUTY TOOLS,BDELLIUM,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3029-SKIN CARE,WISHFUL,"[""bls""]",1,2,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3287-EC BTR 3Q-LS KNITS,TAHARI,"[""bls""]",2,2,0,0,18.53,0,0
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,VIONIC,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3030-HAIR CARE,BEAUTY __ia_char_13 PIN-UPS,"[""bls""]",2,2,0,0,,0,0
3340-MENS FURN-ACC,3340_3493-MENS BELTS,HAGGAR,"[""bls""]",1,2,0,0,10.99,0,0
3725-TOYS,3725_3384-GIRLS TOYS,SQUISHMALLOWS,"[""bls""]",1,2,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3104-EC CAS 3Q-LS KNITS,GREEN ENVELOPE,"[""bls""]",2,2,0,0,11.75,0,0
3615-DOMESTICS,3615_3835-BF-HC TOP OF BED,YUNUS,"[""bls""]",1,2,0,0,,0,0
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,HOPE AND HARLOW,"[""bls""]",2,2,0,0,14.6,0,0
3415-BOYS APPAREL,3415_3340-BIG BOY SETS,TOMMY BAHAMA,"[""bls""]",1,2,0,0,,0,0
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,DEMDACO,"[""bls""]",1,2,0,0,,0,0
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,FREE FLY,"[""bls""]",2,2,0,0,,0,0
3740-PET,3740_3686-COLLARS-LEASH-APPAREL,ANIMAL PLANET,"[""bls""]",1,2,0,0,,0,0
3150-LINGERIE,3150_3063-PANTIES,BCBGMAXAZRIA,"[""bls""]",1,2,0,0,12.53,0,0
3415-BOYS APPAREL,3415_3326-LITTLE BOY TOPS,DENIM __ia_char_13 FLOWER,"[""bls""]",1,2,0,0,8.39,0,0
3420-BABY,3420_3379-BABY ACCESSORIES,WILLOW RUBY,"[""bls""]",1,2,0,0,,0,0
3165-HANDBAGS,3165_3277-SMALL LEATHER,FERRAGAMO,"[""bls""]",2,2,0,0,,0,0
3420-BABY,3420_3373-INFANT BOY,TOMMY HILFIGER,"[""bls""]",2,2,0,0,18.73,0,0
3150-LINGERIE,3150_3062-BETTER FULL FIGURE BRA,VANITY FAIR,"[""bls""]",1,2,0,0,,0,0
3815-VEND DROP SHIP,3815_3533-SHOES VDS,L__ia_char_01ARTISTE,"[""bls""]",2,2,0,0,,0,0
3315-YOUNGMENS,3315_3520-YM SHORTS,TOPSON DOWNS,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3070-BEAUTY TOOLS,IHOME,"[""bls""]",1,2,0,0,,0,0
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,HURLEY,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3030-HAIR CARE,THE MANE CHOICE,"[""bls""]",1,2,0,0,,0,0
3340-MENS FURN-ACC,3340_3495-MENS HEADWEAR,ARIAT,"[""bls""]",1,2,0,0,,0,0
3725-TOYS,3725_3383-BOYS TOYS,MGA,"[""bls""]",1,2,0,0,,0,0
3615-DOMESTICS,3615_3835-BF-HC TOP OF BED,ANNE KLEIN,"[""bls""]",2,2,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,BLUE SOL,"[""bls""]",2,2,0,0,,0,0
3640-STATIONERY-GIFTS,3640_3653-CRAFTS,HORIZON,"[""bls""]",1,2,0,0,,0,0
3815-VEND DROP SHIP,3815_3534-HOME VDS,HOME COLLECTIONS,"[""bls""]",2,2,0,0,,0,0
3415-BOYS APPAREL,3415_3315-LITTLE BOY SETS,KENNETH COLE,"[""bls""]",1,2,0,0,12.52,0,0
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,VIGOSS,"[""bls""]",1,2,0,0,,0,0
3200-BEAUTY,3200_3030-HAIR CARE,LEE STAFFORD,"[""bls""]",1,2,0,0,,0,0
3740-PET,3740_3694-PET SOLUTIONS,ANIMAL PLANET,"[""bls""]",1,2,0,0,,0,0
3115-MISSES BETTER SPORTSWEAR,3115_3290-EC BETTER DENIM,LIVERPOOL,"[""bls""]",2,2,0,0,,0,0
3150-LINGERIE,3150_3068-SHAPEWEAR,BETTER TOGETHER,"[""bls""]",1,2,0,0,,0,0
3610-HOME DECOR,3610_3830-BF-HC ACCENT FURNITURE,LINON,"[""bls""]",1,2,0,0,,0,0
3815-VEND DROP SHIP,3815_3529-LADIES VDS,LAUNDRY BY SHELLI SEGAL,"[""bls""]",2,2,0,0,,0,0
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,EIGHTY EIGHT,"[""bls""]",1,2,0,0,12.48,0,0
3415-BOYS APPAREL,3415_3337-LITTLE BOY OUTDOOR,DISTORTION,"[""bls""]",1,2,0,0,,0,0
3815-VEND DROP SHIP,3815_3534-HOME VDS,TOMMY BAHAMA,"[""bls""]",2,2,0,0,,0,0
3415-BOYS APPAREL,3415_3326-LITTLE BOY TOPS,SECONDARY,"[""bls""]",1,2,0,0,,0,0
3120-PLUS SPORTSWEAR,3120_3166-MP SWEATERS-JACKETS,EMILY DANIELS,"[""bls""]",1,2,0,0,,0,0
3640-STATIONERY-GIFTS,3640_3651-GIFTS,AZZURE,"[""bls""]",2,2,0,0,,0,0
3420-BABY,3420_3390-TG DRESSES,RACHEL ZOE,"[""bls""]",1,2,0,0,,0,0
3625-STORAGE-HOME MAINTENANCE,3625_3473-BF-HC CLEANING-SOLUTIONS,SHARK,"[""bls""]",1,2,0,0,,0,0
3160-ACCESSORIES,3160_3003-BETTER BOXED JEWELRY,SIMPLY SILVER,"[""bls""]",1,2,0,0,,0,0
3815-VEND DROP SHIP,3815_3533-SHOES VDS,DR. SCHOLL__ia_char_01S,"[""bls""]",2,2,0,0,,0,0
3725-TOYS,3725_3384-GIRLS TOYS,PLAYMOBIL,"[""bls""]",1,2,0,0,,0,0
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,CURVE,"[""bls""]",2,2,0,0,12.8,0,0
3150-LINGERIE,3150_3076-PLUS SLEEPWEAR,SECONDARY,"[""bls""]",1,2,0,0,,0,0
3415-BOYS APPAREL,3415_3326-LITTLE BOY TOPS,LEE,"[""bls""]",1,2,0,0,12.0,0,0
3740-PET,3740_3677-DOG TOYS,MARGARITAVILLE,"[""bls""]",1,2,0,0,,0,0
3145-SWIM,3145_3119-MODERATE SWIM,GREAT LENGTHS,"[""bls""]",2,2,0,0,,0,0
3510-LADIES FOOTWEAR,3510_3546-WC CLOSED FLAT,SECONDARY,"[""bls""]",2,2,0,0,13.31,0,0
